condition,year
baseline,1996
baseline,2005
baseline,1999
baseline,1990
baseline,1988
baseline,2002
baseline,1982
baseline,2019
baseline,2018
baseline,2017
baseline,2022
baseline,1981
baseline,2011
baseline,2020
baseline,1961
baseline,2011
baseline,1998
baseline,2010
baseline,2012
baseline,2014
baseline,2006
baseline,2005
baseline,2009
baseline,2012
baseline,2013
baseline,2006
baseline,2010
baseline,1998
baseline,1984
baseline,1995
baseline,1997
baseline,1994
baseline,1995
baseline,1995
baseline,1999
baseline,1993
baseline,1993
baseline,1994
baseline,2006
baseline,1994
baseline,1999
baseline,1996
baseline,1983
baseline,1996
baseline,1998
baseline,1997
baseline,1995
baseline,1999
baseline,2000
baseline,2000
baseline,2000
baseline,2000
baseline,2000
baseline,1998
baseline,2000
baseline,2002
baseline,2013
baseline,1983
baseline,2018
baseline,2022
baseline,1981
baseline,2011
baseline,2014
baseline,2019
baseline,2017
baseline,1987
baseline,1984
baseline,1998
baseline,1968
baseline,2014
baseline,2023
baseline,2000
baseline,1988
baseline,1996
baseline,1998
baseline,2009
baseline,2006
baseline,1959
baseline,1953
baseline,1946
baseline,1954
baseline,1984
baseline,1931
baseline,1973
baseline,1962
baseline,1980
baseline,1967
baseline,1998
baseline,1994
baseline,1996
baseline,1991
baseline,1990
baseline,2000
baseline,1999
baseline,1996
baseline,1999
baseline,1999
removed,1988
removed,1984
removed,1993
removed,1995
removed,2005
removed,2002
removed,1962
removed,1959
removed,1984
removed,1994
removed,1962
removed,1986
removed,1954
removed,1984
removed,1970
removed,1967
removed,1971
removed,1958
removed,1961
removed,1986
removed,1998
removed,1995
removed,1996
removed,1997
removed,1984
removed,1999
removed,1992
removed,1995
removed,2000
removed,1999
removed,2000
removed,2000
removed,2000
removed,2002
removed,2000
removed,2007
removed,1999
removed,1995
removed,2013
removed,2000
removed,1953
removed,1967
removed,1951
removed,1959
removed,1967
removed,1989
removed,1963
removed,1971
removed,1986
removed,1966
removed,1994
removed,1995
removed,1980
removed,1987
removed,1980
removed,1987
removed,1985
removed,1992
removed,1978
removed,1983
removed,1995
removed,1997
removed,1994
removed,1996
removed,1998
removed,1992
removed,1996
removed,1998
removed,1993
removed,1996
removed,1999
removed,1990
removed,1998
removed,1999
removed,1995
removed,2005
removed,1992
removed,1999
removed,1990
removed,1999
removed,2004
removed,2000
removed,2015
removed,2011
removed,1988
removed,2002
removed,2017
removed,2003
removed,2006
removed,2006
removed,1996
removed,1997
removed,1998
removed,1997
removed,1991
removed,1982
removed,1989
removed,1998
removed,1998
removed,1994
removed,1975
removed,2002
removed,2004
removed,2001
removed,2003
removed,2009
removed,2009
removed,2008
removed,2001
removed,1993
removed,1984
removed,2002
removed,1952
removed,1989
removed,1995
removed,2003
removed,1977
removed,1989
removed,1987
removed,1999
removed,2018
removed,2015
removed,2017
removed,1971
removed,1982
removed,2018
removed,2015
removed,2002
removed,2004
removed,2000
removed,1997
removed,1992
removed,1992
removed,1990
removed,1998
removed,1997
removed,1994
removed,1998
removed,2000
removed,1995
removed,1990
removed,1992
removed,1992
removed,1990
removed,1996
removed,1997
removed,1997
removed,1999
removed,1997
removed,2000
removed,1988
removed,1953
removed,1987
removed,1961
removed,1979
removed,1994
removed,2019
removed,1986
removed,1938
removed,1984
removed,1994
removed,1994
removed,1997
removed,1993
removed,1980
removed,1994
removed,2016
removed,1995
removed,1996
removed,2004
removed,2001
removed,2015
removed,1979
removed,2004
removed,2012
removed,2002
removed,2003
removed,2006
removed,2020
removed,2001
removed,1982
removed,1997
removed,1992
removed,1993
removed,1992
removed,1992
removed,1989
removed,1996
removed,1995
removed,1994
removed,1994
removed,2016
removed,1972
removed,1984
removed,2010
removed,1997
removed,1994
removed,1996
removed,2019
removed,1994
removed,1971
removed,1978
removed,1975
removed,1996
removed,1987
removed,1967
removed,1992
removed,1969
removed,1988
removed,1979
removed,1971
removed,2002
removed,1979
removed,1984
removed,1982
removed,1958
removed,1976
removed,2005
removed,1986
removed,1982
removed,1999
removed,1999
removed,2000
removed,1993
removed,1996
removed,1996
removed,2005
removed,1963
removed,1940
removed,1955
removed,2002
removed,2000
removed,2010
removed,2014
removed,2006
removed,2009
removed,2014
removed,2013
removed,2008
removed,2015
removed,1999
removed,2000
removed,1995
removed,1963
removed,1991
removed,1990
removed,2000
removed,1997
removed,2005
removed,1971
removed,1997
removed,1997
removed,1931
removed,1948
removed,1998
removed,2005
removed,1980
removed,1993
removed,1975
removed,2002
removed,1984
removed,1961
removed,1957
removed,1994
removed,1988
removed,1969
removed,1982
removed,1962
removed,1993
removed,1960
removed,2006
removed,2009
removed,2013
removed,2004
removed,2008
removed,2008
removed,2002
removed,1998
removed,2014
removed,2006
removed,2019
removed,2019
removed,2003
removed,2016
removed,1990
removed,2017
removed,2021
removed,2017
removed,1991
removed,1983
removed,1990
removed,1989
removed,1980
removed,1982
removed,1987
removed,1988
removed,1988
removed,1985
removed,1993
removed,1998
removed,1973
removed,1976
removed,1982
removed,1986
removed,1990
removed,1978
removed,1979
removed,1977
removed,1986
removed,1989
removed,2015
removed,2017
removed,2009
removed,2016
removed,2011
removed,2016
removed,2016
removed,2017
removed,2015
removed,2013
removed,1994
removed,1997
removed,1984
removed,1982
removed,1981
removed,1997
removed,1993
removed,2015
removed,2015
removed,1988
removed,2002
removed,2003
removed,2003
removed,2001
removed,1985
removed,1979
removed,1968
removed,1986
removed,2015
removed,2005
removed,2002
removed,2006
removed,2014
removed,1984
removed,2000
removed,1988
removed,2009
removed,2003
removed,2004
removed,1995
removed,2014
removed,2010
removed,2010
removed,2009
removed,2008
removed,2008
removed,2006
removed,2006
removed,2012
removed,2004
removed,2001
removed,2003
removed,2002
removed,2001
removed,2008
removed,2001
removed,2011
removed,2016
removed,2007
removed,2010
removed,1994
removed,1997
removed,2015
removed,1957
removed,1984
removed,2015
removed,2017
removed,2015
removed,2014
removed,1942
removed,1985
removed,1990
removed,1989
removed,1985
removed,1997
removed,1986
removed,1988
removed,1986
removed,2001
removed,1991
removed,2004
removed,2011
removed,2005
removed,2007
removed,2001
removed,2004
removed,2002
removed,2003
removed,2001
removed,2002
removed,1955
removed,1949
removed,1960
removed,1959
removed,1957
removed,1975
removed,1950
removed,1967
removed,1954
removed,1976
removed,1994
removed,1995
removed,1979
removed,1996
removed,1974
removed,1998
removed,1987
removed,1997
removed,1999
removed,1971
removed,1997
removed,1997
removed,1995
removed,1988
removed,1993
removed,1998
removed,2005
removed,1931
removed,1948
removed,1980
removed,1972
removed,2019
removed,2019
removed,1990
removed,2016
removed,2019
removed,1964
removed,1968
removed,2003
removed,1943
removed,2009
removed,2006
removed,2010
removed,2006
removed,2017
removed,2015
removed,2010
removed,2019
removed,2019
removed,2014
removed,1971
removed,1982
removed,1979
removed,1985
removed,1984
removed,1988
removed,1979
removed,1986
removed,1987
removed,1979
removed,1999
removed,1999
removed,1993
removed,2000
removed,1996
removed,1996
removed,2000
removed,2005
removed,1995
removed,1999
removed,1997
removed,1995
removed,1999
removed,1996
removed,1999
removed,1990
removed,1984
removed,1971
removed,1984
removed,1998
removed,1973
removed,1987
removed,2001
removed,2013
removed,1960
removed,1982
removed,1976
removed,1990
removed,2007
removed,1968
removed,2000
removed,2016
removed,1994
removed,1998
removed,2000
removed,2001
removed,2002
removed,2005
removed,2000
removed,1999
removed,2000
removed,2000
removed,2000
removed,2000
removed,1991
removed,1993
removed,1998
removed,1999
removed,1995
removed,2003
removed,1994
removed,1992
removed,1995
removed,1998
removed,1998
removed,1999
removed,1991
removed,1996
removed,1987
removed,1995
removed,1993
removed,1993
removed,1995
removed,1995
removed,2001
removed,1996
removed,1994
removed,1994
removed,1995
removed,1937
removed,1995
removed,1997
removed,2000
removed,1995
removed,1993
removed,2001
removed,1993
removed,1997
removed,1996
removed,1992
removed,1980
removed,1963
removed,1987
removed,1986
removed,1941
removed,1975
removed,1995
removed,1976
removed,1998
removed,1967
removed,1986
removed,2016
removed,1982
removed,1983
removed,2011
removed,1984
removed,1997
removed,1975
removed,1975
removed,1999
removed,2005
removed,2005
removed,1983
removed,2003
removed,2003
removed,2006
removed,2001
removed,2001
removed,2001
removed,2008
removed,2000
removed,1997
removed,1975
removed,1993
removed,2011
removed,2010
removed,1998
removed,2012
removed,1984
removed,1996
removed,1996
removed,1985
removed,1993
removed,1995
removed,1983
removed,1996
removed,1977
removed,1998
removed,1981
removed,1993
removed,2010
removed,2014
removed,2011
removed,2002
removed,1997
removed,2014
removed,2000
removed,2014
removed,2010
removed,2018
removed,2008
removed,2006
removed,2015
removed,2014
removed,2001
removed,2014
removed,2006
removed,2004
removed,2016
removed,2001
removed,1971
removed,1984
removed,1950
removed,1975
removed,1967
removed,1953
removed,1953
removed,1971
removed,1944
removed,1997
removed,2003
removed,2007
removed,2001
removed,2010
removed,2001
removed,2010
removed,1995
removed,2001
removed,2000
removed,1999
removed,1997
removed,1984
removed,1982
removed,1981
removed,1992
removed,1994
removed,1998
removed,1993
removed,1942
removed,1957
removed,1977
removed,1985
removed,2003
removed,1965
removed,2004
removed,2005
removed,1993
removed,1986
removed,1989
removed,2002
removed,1999
removed,1999
removed,1999
removed,1998
removed,1999
removed,2000
removed,1995
removed,1998
removed,1999
removed,2000
removed,2006
removed,2009
removed,2010
removed,2017
removed,2009
removed,2009
removed,2011
removed,2014
removed,2018
removed,2023
removed,2010
removed,2002
removed,2001
removed,2006
removed,2014
removed,2015
removed,2002
removed,2007
removed,2006
removed,2000
removed,2019
removed,2019
removed,2016
removed,2003
removed,1990
removed,2017
removed,2021
removed,2010
removed,2019
removed,1964
removed,1997
removed,1975
removed,1994
removed,1992
removed,1993
removed,1997
removed,1998
removed,1996
removed,1995
removed,1997
removed,2001
removed,2000
removed,2008
removed,2002
removed,2011
removed,2012
removed,2000
removed,2011
removed,2005
removed,2007
removed,2002
removed,1981
removed,1984
removed,2003
removed,1993
removed,1990
removed,1997
removed,1995
removed,1997
removed,1995
removed,2016
removed,1999
removed,2005
removed,1939
removed,1996
removed,2004
removed,2000
removed,1998
removed,1975
removed,1991
removed,1997
removed,1980
removed,1974
removed,1987
removed,1994
removed,1959
removed,1997
removed,1996
removed,1988
removed,1989
removed,1981
removed,1989
removed,2000
removed,1993
removed,1995
removed,1997
removed,1998
removed,1981
removed,2002
removed,2002
removed,1984
removed,2021
removed,2021
removed,1995
removed,1995
removed,1984
removed,1988
removed,2000
removed,1994
removed,2002
removed,1980
removed,2010
removed,1970
removed,1956
removed,2020
removed,2013
removed,2010
removed,2016
removed,2008
removed,2018
removed,1997
removed,1997
removed,1998
removed,1957
removed,2015
removed,1975
removed,1982
removed,1993
removed,1984
removed,1981
removed,1995
removed,1997
removed,1996
removed,1994
removed,1995
removed,1995
removed,1994
removed,1992
removed,1990
removed,1990
removed,1987
removed,1958
removed,1979
removed,1990
removed,1990
removed,1984
removed,1986
removed,1959
removed,2018
removed,1987
removed,1999
removed,2000
removed,1999
removed,2000
removed,1998
removed,1996
removed,2000
removed,1995
removed,1991
removed,1998
removed,1935
removed,1936
removed,1944
removed,1961
removed,1980
removed,1958
removed,1941
removed,1940
removed,1945
removed,1986
removed,1996
removed,1992
removed,1990
removed,1994
removed,1997
removed,1990
removed,1996
removed,1996
removed,1995
removed,1997
removed,1984
removed,1995
removed,1998
removed,1994
removed,1957
removed,1995
removed,1998
removed,1997
removed,1999
removed,1942
removed,2008
removed,2016
removed,2014
removed,2013
removed,2022
removed,1992
removed,1972
removed,2014
removed,1994
removed,1995
removed,2019
removed,2018
removed,2011
removed,2022
removed,2020
removed,2014
removed,2000
removed,2004
removed,2000
removed,2014
removed,2019
removed,1994
removed,1982
removed,1997
removed,2019
removed,1975
removed,2016
removed,1998
removed,2021
removed,1984
removed,1995
removed,1999
removed,1989
removed,1997
removed,1979
removed,1981
removed,1969
removed,1997
removed,1995
removed,1993
removed,2005
removed,2008
removed,2001
removed,1966
removed,1953
removed,1995
removed,2000
removed,1992
removed,1957
removed,1984
removed,1997
removed,1997
removed,1988
removed,1993
removed,1931
removed,2005
removed,1993
removed,1948
removed,1980
removed,1998
removed,2000
removed,2000
removed,2000
removed,2000
removed,1992
removed,2003
removed,2000
removed,2000
removed,2002
removed,1998
removed,1962
removed,1967
removed,1959
removed,1964
removed,1966
removed,1961
removed,1946
removed,1942
removed,1951
removed,1969
removed,2020
removed,2013
removed,2018
removed,2015
removed,1994
removed,2015
removed,2017
removed,1982
removed,1971
removed,2018
removed,2014
removed,2015
removed,2021
removed,2021
removed,1990
removed,1999
removed,2008
removed,2001
removed,2003
removed,2005
removed,1996
removed,1997
removed,1996
removed,2000
removed,1996
removed,2000
removed,2000
removed,2000
removed,1995
removed,1993
removed,1994
removed,1997
removed,1996
removed,1993
removed,1993
removed,1998
removed,1998
removed,1996
removed,1997
removed,1997
removed,1997
removed,1982
removed,2022
removed,1991
removed,2021
removed,2022
removed,1937
removed,1998
removed,2019
removed,2014
removed,1974
removed,1989
removed,1990
removed,2019
removed,1990
removed,2019
removed,1976
removed,1982
removed,2016
removed,1987
removed,1995
removed,1992
removed,1994
removed,1998
removed,1997
removed,1990
removed,1996
removed,1997
removed,1997
removed,1996
removed,2008
removed,2012
removed,2006
removed,2006
removed,2014
removed,2010
removed,2001
removed,2014
removed,2001
removed,2015
removed,1933
removed,1959
removed,1925
removed,1968
removed,1974
removed,1989
removed,1968
removed,1940
removed,1942
removed,1970
removed,1963
removed,1941
removed,1957
removed,1962
removed,1979
removed,1978
removed,1980
removed,1954
removed,1963
removed,1946
removed,1995
removed,1997
removed,1993
removed,1995
removed,1997
removed,2000
removed,1990
removed,1996
removed,1997
removed,1991
removed,1999
removed,1999
removed,1994
removed,1990
removed,2016
removed,1998
removed,2000
removed,1999
removed,2008
removed,2003
removed,1988
removed,1991
removed,1987
removed,1990
removed,1987
removed,1995
removed,1989
removed,1971
removed,1993
removed,1980
removed,1999
removed,1999
removed,1999
removed,1997
removed,1999
removed,1999
removed,1998
removed,1999
removed,2000
removed,1999
removed,1993
removed,1967
removed,1962
removed,1989
removed,1967
removed,1954
removed,1959
removed,1986
removed,1940
removed,1973
removed,1971
removed,1963
removed,1985
removed,1982
removed,1982
removed,1986
removed,1984
removed,1977
removed,1987
removed,1980
removed,2015
removed,2007
removed,2008
removed,2002
removed,2015
removed,2009
removed,2013
removed,2012
removed,2015
removed,2009
removed,1994
removed,1989
removed,1997
removed,1996
removed,1994
removed,1999
removed,2000
removed,1992
removed,1992
removed,1997
removed,2012
removed,2015
removed,2015
removed,2015
removed,1979
removed,2015
removed,2008
removed,2013
removed,2012
removed,2014
removed,1995
removed,1998
removed,1998
removed,1997
removed,1993
removed,1988
removed,1996
removed,1994
removed,1997
removed,1992
removed,2020
removed,2013
removed,2018
removed,2015
removed,2017
removed,1982
removed,1991
removed,2015
removed,2004
removed,2000
removed,2021
removed,2021
removed,2001
removed,2010
removed,2015
removed,1999
removed,2013
removed,2017
removed,2008
removed,2014
removed,1997
removed,1978
removed,1995
removed,1993
removed,1993
removed,1998
removed,1997
removed,1989
removed,1999
removed,1993
removed,2020
removed,1976
removed,2016
removed,2000
removed,1977
removed,1984
removed,1955
removed,2005
removed,2011
removed,2012
removed,1996
removed,1989
removed,1994
removed,1999
removed,2000
removed,1995
removed,1967
removed,1992
removed,1984
removed,1992
removed,1974
removed,2019
removed,2019
removed,1990
removed,2016
removed,2003
removed,2017
removed,2019
removed,2021
removed,1964
removed,1938
removed,1974
removed,1959
removed,1946
removed,1958
removed,1994
removed,1950
removed,1933
removed,1944
removed,1984
removed,2001
removed,2005
removed,2008
removed,2008
removed,2006
removed,2010
removed,2012
removed,2009
removed,2002
removed,2006
removed,1990
removed,1974
removed,1995
removed,1992
removed,1971
removed,1984
removed,1996
removed,1959
removed,1979
removed,1973
removed,1985
removed,1976
removed,1988
removed,1980
removed,1984
removed,1997
removed,2013
removed,1989
removed,1984
removed,1958
removed,1951
removed,1986
removed,1953
removed,1948
removed,1961
removed,1958
removed,1955
removed,1982
removed,1955
removed,1949
removed,1995
removed,1997
removed,1993
removed,1998
removed,1993
removed,1988
removed,1994
removed,1996
removed,1995
removed,1992
removed,2016
removed,1997
removed,2000
removed,1995
removed,1999
removed,1994
removed,1996
removed,1992
removed,1996
removed,1998
removed,1994
removed,1998
removed,1997
removed,1995
removed,1990
removed,1991
removed,1994
removed,1997
removed,1997
removed,1986
removed,2021
removed,2021
removed,2014
removed,2015
removed,1990
removed,1999
removed,2008
removed,2001
removed,2017
removed,2010
removed,1974
removed,2019
removed,2019
removed,2003
removed,2016
removed,1990
removed,2017
removed,1982
removed,2006
removed,1982
removed,1941
removed,1957
removed,1962
removed,1963
removed,1959
removed,1957
removed,1961
removed,1974
removed,1933
removed,1957
removed,1997
removed,1986
removed,1995
removed,1989
removed,1995
removed,1994
removed,1996
removed,1990
removed,1982
removed,1987
removed,1999
removed,2016
removed,1990
removed,1998
removed,2008
removed,2003
removed,2016
removed,2002
removed,1997
removed,1999
removed,1992
removed,1989
removed,1995
removed,1989
removed,1974
removed,1983
removed,1992
removed,1983
removed,1973
removed,1997
removed,1960
removed,1987
removed,1995
removed,1953
removed,1990
removed,2000
removed,1986
removed,1985
removed,1986
removed,1997
removed,1982
removed,1991
removed,1968
removed,1984
removed,1994
removed,1986
removed,1974
removed,1988
removed,1954
removed,1984
removed,2016
removed,2005
removed,2004
removed,2008
removed,1939
removed,2004
removed,1998
removed,1991
removed,2000
removed,2001
removed,2010
removed,2000
removed,2008
removed,2013
removed,1997
removed,2000
removed,2004
removed,2006
removed,2001
removed,2000
removed,1970
removed,1971
removed,1978
removed,1973
removed,1972
removed,1982
removed,1993
removed,1998
removed,1978
removed,1990
removed,1975
removed,2011
removed,2010
removed,2012
removed,1996
removed,1998
removed,1997
removed,1994
removed,1984
removed,1995
removed,1980
removed,1978
removed,1979
removed,1959
removed,1979
removed,1990
removed,1941
removed,1975
removed,1992
removed,1971
removed,2008
removed,2014
removed,2006
removed,2010
removed,2010
removed,2006
removed,2014
removed,2001
removed,2015
removed,2013
removed,2000
removed,1995
removed,2000
removed,2013
removed,2000
removed,1999
removed,2000
removed,1997
removed,1992
removed,2015
removed,2008
removed,2014
removed,2004
removed,2001
removed,2016
removed,2014
removed,2011
removed,2014
removed,2007
removed,2015
removed,2021
removed,2012
removed,2017
removed,1979
removed,2015
removed,2003
removed,2012
removed,2016
removed,2005
removed,2001
removed,1968
removed,1998
removed,2000
removed,2014
removed,2023
removed,1988
removed,1944
removed,1988
removed,1967
removed,1982
removed,1985
removed,1994
removed,1988
removed,1997
removed,1984
removed,1986
removed,1989
removed,1981
removed,1981
removed,1983
removed,1976
removed,2020
removed,2000
removed,2016
removed,1977
removed,1998
removed,2010
removed,2011
removed,1955
removed,2005
removed,2002
removed,2005
removed,2007
removed,2016
removed,1974
removed,1990
removed,1981
removed,2013
removed,1987
removed,1941
removed,2005
removed,2002
removed,2009
removed,2007
removed,2001
removed,2018
removed,2005
removed,2017
removed,2001
removed,2002
removed,2001
removed,2018
removed,2017
removed,2021
removed,2012
removed,2015
removed,2015
removed,1979
removed,1985
removed,2008
removed,1989
removed,2008
removed,2002
removed,1984
removed,1988
removed,2001
removed,2007
removed,1988
removed,2006
removed,2000
removed,1946
removed,1933
removed,1931
removed,1953
removed,1954
removed,1935
removed,1944
removed,1948
removed,1973
removed,1948
removed,1997
removed,1996
removed,1993
removed,1996
removed,1996
removed,1996
removed,1994
removed,1995
removed,1993
removed,1995
removed,2000
removed,1999
removed,1992
removed,2000
removed,2000
removed,1989
removed,1995
removed,1995
removed,1998
removed,1995
removed,1997
removed,1998
removed,1990
removed,2000
removed,2000
removed,1999
removed,1998
removed,1976
removed,1995
removed,1998
removed,2002
removed,2003
removed,2005
removed,2005
removed,2000
removed,2006
removed,1992
removed,1995
removed,2012
removed,1957
removed,1985
removed,1995
removed,1997
removed,1977
removed,1989
removed,1996
removed,1997
removed,1994
removed,1952
removed,1954
removed,1979
removed,1980
removed,1990
removed,1999
removed,1995
removed,1993
removed,1975
removed,1974
removed,1996
removed,1986
removed,1994
removed,1984
removed,1996
removed,1997
removed,1999
removed,1991
removed,2000
removed,1989
removed,1997
removed,1996
removed,1983
removed,1996
removed,1999
removed,2002
removed,1987
removed,1984
removed,2009
removed,1974
removed,1984
removed,1996
removed,1988
removed,1974
removed,1974
removed,1979
removed,1974
removed,1968
removed,1980
removed,1971
removed,1980
removed,1987
removed,1983
removed,2021
removed,2021
removed,2010
removed,2015
removed,2017
removed,1990
removed,2015
removed,2013
removed,2012
removed,2016
removed,2010
removed,1996
removed,1972
removed,2022
removed,1993
removed,2010
removed,2014
removed,1997
removed,2019
removed,1935
removed,1990
removed,1997
removed,1994
removed,1985
removed,1963
removed,1999
removed,1999
removed,1989
removed,1978
removed,2002
removed,2018
removed,2021
removed,2019
removed,2017
removed,2015
removed,2003
removed,2008
removed,2005
removed,2015
removed,2001
removed,1995
removed,2008
removed,2007
removed,1998
removed,2013
removed,1963
removed,1949
removed,2004
removed,1985
removed,1987
removed,1971
removed,1988
removed,1996
removed,1940
removed,1994
removed,1993
removed,1999
removed,1996
removed,1967
removed,1997
removed,1997
removed,1993
removed,1996
removed,1993
removed,1995
removed,1994
removed,1961
removed,1964
removed,1996
removed,1988
removed,1974
removed,1967
removed,1980
removed,1988
removed,1984
removed,1986
removed,1979
removed,1979
removed,1967
removed,1985
removed,1988
removed,1989
removed,1990
removed,1998
removed,1997
removed,1957
removed,2001
removed,1988
removed,2000
removed,1982
removed,1981
removed,1984
removed,1993
removed,1994
removed,1999
removed,1992
removed,1993
removed,1986
removed,1997
removed,1994
removed,1997
removed,1995
removed,1980
removed,1998
removed,1994
removed,1996
removed,1996
removed,1998
removed,1990
removed,1966
removed,1981
removed,1972
removed,1968
removed,1974
removed,1981
removed,1985
removed,1964
removed,1973
removed,1967
removed,2009
removed,2015
removed,2009
removed,2009
removed,2017
removed,2008
removed,2010
removed,2012
removed,2013
removed,2013
removed,1984
removed,1986
removed,1989
removed,1985
removed,1989
removed,1985
removed,1983
removed,1989
removed,1982
removed,1978
removed,2003
removed,1998
removed,1995
removed,1994
removed,2002
removed,2000
removed,1989
removed,1982
removed,2002
removed,2011
removed,1974
removed,2019
removed,2019
removed,2016
removed,1990
removed,2003
removed,1998
removed,2004
removed,1983
removed,2017
removed,1981
removed,1988
removed,1978
removed,1974
removed,1980
removed,1984
removed,1973
removed,1983
removed,1985
removed,1971
removed,1979
removed,1988
removed,1966
removed,1993
removed,1980
removed,1986
removed,1990
removed,1984
removed,1979
removed,1995
removed,1972
removed,2019
removed,2019
removed,2016
removed,2003
removed,2019
removed,1964
removed,1981
removed,1968
removed,1983
removed,1977
removed,1985
removed,1965
removed,2007
removed,2009
removed,2011
removed,2015
removed,1993
removed,1942
removed,1986
removed,1990
removed,2019
removed,2019
removed,2016
removed,1983
removed,1975
removed,1987
removed,1998
removed,2010
removed,2003
removed,2010
removed,2005
removed,2012
removed,2006
removed,2012
removed,2014
removed,2006
removed,2010
removed,2006
removed,2013
removed,1976
removed,2020
removed,2000
removed,2016
removed,1977
removed,1984
removed,1975
removed,2011
removed,1955
removed,2005
removed,1984
removed,1988
removed,1983
removed,1986
removed,1983
removed,1992
removed,1989
removed,1957
removed,1974
removed,1973
removed,1998
removed,2000
removed,1999
removed,1999
removed,1968
removed,1997
removed,2000
removed,1979
removed,1996
removed,1997
removed,2005
removed,1995
removed,2008
removed,2000
removed,1992
removed,1995
removed,2001
removed,1966
removed,1957
removed,1984
removed,1998
removed,1997
removed,1997
removed,1995
removed,1995
removed,1996
removed,1999
removed,1994
removed,1993
removed,1999
removed,1968
removed,1998
removed,2023
removed,2000
removed,2014
removed,1988
removed,1974
removed,2006
removed,2009
removed,1983
removed,1969
removed,1989
removed,1985
removed,1967
removed,1940
removed,1983
removed,1967
removed,1989
removed,1955
removed,1960
removed,1988
removed,2022
removed,1994
removed,1968
removed,2003
removed,2023
removed,2021
removed,1992
removed,1982
removed,2019
removed,2018
removed,2015
removed,1987
removed,1989
removed,2015
removed,2017
removed,1993
removed,1995
removed,1999
removed,1975
removed,1985
removed,1982
removed,1986
removed,1977
removed,1941
removed,1984
removed,1957
removed,1990
removed,1980
removed,1988
removed,2002
removed,2000
removed,2009
removed,2014
removed,2006
removed,2004
removed,2014
removed,2003
removed,2001
removed,1984
removed,1983
removed,1977
removed,1965
removed,1985
removed,1942
removed,1997
removed,2000
removed,1995
removed,1993
removed,1998
removed,1983
removed,2021
removed,2021
removed,1974
removed,2010
removed,2015
removed,2017
removed,2013
removed,2012
removed,1990
removed,2016
removed,1972
removed,2022
removed,2014
removed,1995
removed,1994
removed,2019
removed,1945
removed,1996
removed,1950
removed,2023
removed,1998
removed,2014
removed,1996
removed,1971
removed,1997
removed,1969
removed,1983
removed,1998
removed,1987
removed,1983
removed,1958
removed,1984
removed,1996
removed,1990
removed,2005
removed,1989
removed,2006
removed,1961
removed,1987
removed,1986
removed,1987
removed,1987
removed,1990
removed,1982
removed,1996
removed,1987
removed,1986
removed,1992
removed,1992
removed,2006
removed,2010
removed,2013
removed,2004
removed,2006
removed,2010
removed,2010
removed,2014
removed,2007
removed,2015
removed,2020
removed,1976
removed,2016
removed,2000
removed,1977
removed,1955
removed,2005
removed,2011
removed,2010
removed,2012
removed,1973
removed,1987
removed,1960
removed,1963
removed,1976
removed,1968
removed,1982
removed,1979
removed,1986
removed,1976
removed,1997
removed,1993
removed,1998
removed,1997
removed,1993
removed,1984
removed,1975
removed,2014
removed,1979
removed,1967
removed,2002
removed,2005
removed,2007
removed,2016
removed,2010
removed,2013
removed,1987
removed,1981
removed,1999
removed,2000
removed,1967
removed,1950
removed,1959
removed,1940
removed,1961
removed,1968
removed,1956
removed,1986
removed,1960
removed,1940
removed,1995
removed,1981
removed,1994
removed,1992
removed,1985
removed,1992
removed,1993
removed,1985
removed,1975
removed,1987
removed,1995
removed,2000
removed,1998
removed,1997
removed,1991
removed,1989
removed,1995
removed,1997
removed,1994
removed,2000
removed,1988
removed,1991
removed,1979
removed,1980
removed,1977
removed,1996
removed,1982
removed,1993
removed,1994
removed,1979
removed,1996
removed,1994
removed,1995
removed,1984
removed,1980
removed,1975
removed,1996
removed,1995
removed,1988
removed,1993
removed,1940
removed,1965
removed,1940
removed,1942
removed,1939
removed,1951
removed,1957
removed,1964
removed,1938
removed,1962
removed,1996
removed,1995
removed,1996
removed,1998
removed,1999
removed,1998
removed,1975
removed,1960
removed,1995
removed,1942
removed,1995
removed,1986
removed,1997
removed,2000
removed,2002
removed,2001
removed,2015
removed,2000
removed,2005
removed,1989
removed,1994
removed,1993
removed,1997
removed,1994
removed,1995
removed,1993
removed,1999
removed,1999
removed,1986
removed,1998
removed,1997
removed,1998
removed,1994
removed,1993
removed,1992
removed,1996
removed,1998
removed,1965
removed,1996
removed,1993
removed,1980
removed,2010
removed,1981
removed,2015
removed,1956
removed,2013
removed,1999
removed,2007
removed,2010
removed,2016
removed,1997
removed,1997
removed,1974
removed,1998
removed,2000
removed,1993
removed,1995
removed,1997
removed,1994
removed,1999
removed,1983
removed,1977
removed,2003
removed,2021
removed,2021
removed,1943
removed,1997
removed,1997
removed,2001
removed,1990
removed,1965
removed,1999
removed,1996
removed,1940
removed,1992
removed,1971
removed,1951
removed,1995
removed,1999
removed,1987
removed,1998
removed,1999
removed,1997
removed,1999
removed,1998
removed,1999
removed,1994
removed,1995
removed,1995
removed,1993
removed,1997
removed,1992
removed,2000
removed,1990
removed,1994
removed,1993
removed,1994
removed,1995
removed,1997
removed,1999
removed,1997
removed,1997
removed,1984
removed,1993
removed,1975
removed,1993
removed,1981
removed,1982
removed,1989
removed,1998
removed,2020
removed,1976
removed,1984
removed,2016
removed,2000
removed,1977
removed,1955
removed,2005
removed,2010
