franchise,part,title,year,franchise_length,rating,rating_avg,rating_diff_avg,rating_rel_avg,quality_avg
Open Water,3,Cage Dive,2017,3,1.97,2.32,-0.35,-15.0,worse
Otto,1,Otto - The Movie,1985,5,3.29,3.05,0.24,8.0,better
Otto,2,Otto – The New Movie,1987,5,3.17,3.05,0.12,4.0,better
Otto,3,Otto – The Alien from East Frisia,1989,5,3.09,3.05,0.04,1.0,better
Otto,4,Otto - The Romance Film,1992,5,3.01,3.05,-0.04,-1.0,worse
Otto,5,Otto - The Disaster Movie,2000,5,2.7,3.05,-0.35,-11.0,worse
Our Dancing Daughters,1,Our Dancing Daughters,1928,3,3.35,3.31,0.04,1.0,better
Our Dancing Daughters,2,Our Modern Maidens,1929,3,3.26,3.31,-0.05,-2.0,worse
Our Dancing Daughters,3,Our Blushing Brides,1930,3,3.33,3.31,0.02,1.0,better
Outlaw Gangster VIP: The Complete,1,Outlaw: Gangster VIP,1968,6,3.53,3.4,0.13,4.0,better
Outlaw Gangster VIP: The Complete,2,Outlaw: Gangster VIP 2,1968,6,3.41,3.4,0.01,0.0,better
Outlaw Gangster VIP: The Complete,3,Outlaw: Heartless,1968,6,3.36,3.4,-0.04,-1.0,worse
Outlaw Gangster VIP: The Complete,4,Outlaw: Goro the Assassin,1968,6,3.37,3.4,-0.03,-1.0,worse
Outlaw Gangster VIP: The Complete,5,Outlaw: Black Dagger,1968,6,3.33,3.4,-0.07,-2.0,worse
Outlaw Gangster VIP: The Complete,6,Outlaw: Kill!,1969,6,3.38,3.4,-0.02,-1.0,worse
Outpost,1,Outpost,2008,3,2.74,2.77,-0.03,-1.0,worse
Outpost,2,Outpost: Black Sun,2012,3,2.7,2.77,-0.07,-3.0,worse
Outpost,3,Outpost: Rise of the Spetsnaz,2013,3,2.88,2.77,0.11,4.0,better
Outrage,1,Outrage,2010,3,3.51,3.46,0.05,1.0,better
Outrage,2,Beyond Outrage,2012,3,3.49,3.46,0.03,1.0,better
Outrage,3,Outrage Coda,2017,3,3.39,3.46,-0.07,-2.0,worse
Overheard,1,Overheard,2009,3,3.44,3.3,0.14,4.0,better
Overheard,2,Overheard 2,2011,3,3.33,3.3,0.03,1.0,better
Overheard,3,Overheard 3,2014,3,3.13,3.3,-0.17,-5.0,worse
Paradise Trilogy,1,Paradise: Love,2012,3,3.74,3.6,0.14,4.0,better
Paradise Trilogy,2,Paradise: Faith,2012,3,3.56,3.6,-0.04,-1.0,worse
Paradise Trilogy,3,Paradise: Hope,2013,3,3.49,3.6,-0.11,-3.0,worse
Paranormal Activity,1,Paranormal Activity,2007,7,2.86,2.39,0.47,20.0,better
Paranormal Activity,2,Paranormal Activity 2,2010,7,2.54,2.39,0.15,6.0,better
Paranormal Activity,3,Paranormal Activity 3,2011,7,2.6,2.39,0.21,9.0,better
Paranormal Activity,4,Paranormal Activity 4,2012,7,2.1,2.39,-0.29,-12.0,worse
Paranormal Activity,5,Paranormal Activity: The Marked Ones,2014,7,2.39,2.39,0.0,0.0,equal
Paranormal Activity,6,Paranormal Activity: The Ghost Dimension,2015,7,1.89,2.39,-0.5,-21.0,worse
Paranormal Activity,7,Paranormal Activity: Next of Kin,2021,7,2.35,2.39,-0.04,-2.0,worse
Partition trilogy,1,The Cloud-Capped Star,1960,3,4.01,3.8,0.21,6.0,better
Partition trilogy,2,Komal Gandhar,1961,3,3.56,3.8,-0.24,-6.0,worse
Partition trilogy,3,Subarnarekha,1965,3,3.83,3.8,0.03,1.0,better
Patlabor,1,Patlabor: The Movie,1989,3,3.7,3.7,-0.0,-0.0,equal
Patlabor,2,Patlabor 2: The Movie,1993,3,4.1,3.7,0.4,11.0,better
Patlabor,3,WXIII: Patlabor The Movie 3,2002,3,3.31,3.7,-0.39,-11.0,worse
Pee-wee's,1,The Pee-wee Herman Show,1981,6,3.76,3.38,0.38,11.0,better
Pee-wee's,2,Pee-wee's Big Adventure,1985,6,3.49,3.38,0.11,3.0,better
Pee-wee's,3,Big Top Pee-wee,1988,6,2.73,3.38,-0.65,-19.0,worse
Pee-wee's,4,Pee-wee's Playhouse Christmas Special,1988,6,3.82,3.38,0.44,13.0,better
Pee-wee's,5,The Pee-wee Herman Show on Broadway,2011,6,3.52,3.38,0.14,4.0,better
Pee-wee's,6,Pee-wee's Big Holiday,2016,6,2.98,3.38,-0.4,-12.0,worse
Penitentiary,1,Penitentiary,1979,3,3.31,3.22,0.09,3.0,better
Penitentiary,2,Penitentiary II,1982,3,3.11,3.22,-0.11,-3.0,worse
Penitentiary,3,Penitentiary III,1987,3,3.24,3.22,0.02,1.0,better
Pentalogy of Mexico by Luis Estrada,1,Herod's Law,1999,5,3.74,3.42,0.32,9.0,better
Pentalogy of Mexico by Luis Estrada,2,A Wonderful World,2006,5,3.4,3.42,-0.02,-1.0,worse
Pentalogy of Mexico by Luis Estrada,3,El Infierno,2010,5,3.91,3.42,0.49,14.0,better
Pentalogy of Mexico by Luis Estrada,4,The Perfect Dictatorship,2014,5,3.5,3.42,0.08,2.0,better
Pentalogy of Mexico by Luis Estrada,5,¡Que viva México!,2023,5,2.57,3.42,-0.85,-25.0,worse
Pepe El Toro,1,We the Poor,1948,3,3.6,3.52,0.08,2.0,better
Pepe El Toro,2,You the Rich,1948,3,3.49,3.52,-0.03,-1.0,worse
Pepe El Toro,3,Pepe El Toro,1953,3,3.47,3.52,-0.05,-1.0,worse
Per Fly trilogien (Samling),1,The Bench,2000,3,3.54,3.47,0.07,2.0,better
Per Fly trilogien (Samling),2,The Inheritance,2003,3,3.46,3.47,-0.01,-0.0,worse
Per Fly trilogien (Samling),3,Manslaughter,2005,3,3.4,3.47,-0.07,-2.0,worse
Perros Callejeros Trilogy,1,Street Warriors,1977,3,3.45,3.33,0.12,4.0,better
Perros Callejeros Trilogy,2,Street Warriors II,1979,3,3.3,3.33,-0.03,-1.0,worse
Perros Callejeros Trilogy,3,The Latest Scams of 'El Torete',1980,3,3.24,3.33,-0.09,-3.0,worse
Persona 3,1,Persona 3 the Movie: #1 Spring of Birth,2013,4,3.35,3.56,-0.21,-6.0,worse
Persona 3,2,Persona 3 the Movie: #2 Midsummer Knight's Dream,2014,4,3.5,3.56,-0.06,-2.0,worse
Persona 3,3,Persona 3 the Movie: #3 Falling Down,2015,4,3.49,3.56,-0.07,-2.0,worse
Persona 3,4,Persona 3 the Movie: #4 Winter of Rebirth,2016,4,3.9,3.56,0.34,10.0,better
Phantasm,1,Phantasm,1979,5,3.36,2.94,0.42,14.0,better
Phantasm,2,Phantasm II,1988,5,3.2,2.94,0.26,9.0,better
Phantasm,3,Phantasm III: Lord of the Dead,1994,5,3.0,2.94,0.06,2.0,better
Phantasm,4,Phantasm IV: Oblivion,1998,5,2.76,2.94,-0.18,-6.0,worse
Phantasm,5,Phantasm: Ravager,2016,5,2.36,2.94,-0.58,-20.0,worse
Phineas and Ferb,1,Phineas and Ferb: The Movie: Across the 2nd Dimension,2011,4,3.57,3.38,0.19,6.0,better
Phineas and Ferb,2,Phineas and Ferb: Mission Marvel,2013,4,3.12,3.38,-0.26,-8.0,worse
Phineas and Ferb,3,Phineas and Ferb: Star Wars,2014,4,3.53,3.38,0.15,4.0,better
Phineas and Ferb,4,Phineas and Ferb: The Movie: Candace Against the Universe,2020,4,3.3,3.38,-0.08,-2.0,worse
Pippi Longstocking,1,Pippi Longstocking,1969,4,3.38,3.4,-0.03,-1.0,worse
Pippi Longstocking,2,Pippi Goes on Board,1969,4,3.39,3.4,-0.02,-1.0,worse
Pippi Longstocking,3,Pippi in the South Seas,1970,4,3.42,3.4,0.01,0.0,better
Pippi Longstocking,4,Pippi on the Run,1970,4,3.43,3.4,0.02,1.0,better
Pirates of the Caribbean,1,Pirates of the Caribbean: The Curse of the Black Pearl,2003,5,3.89,3.22,0.67,21.0,better
Pirates of the Caribbean,2,Pirates of the Caribbean: Dead Man's Chest,2006,5,3.56,3.22,0.34,11.0,better
Pirates of the Caribbean,3,Pirates of the Caribbean: At World's End,2007,5,3.35,3.22,0.13,4.0,better
Pirates of the Caribbean,4,Pirates of the Caribbean: On Stranger Tides,2011,5,2.73,3.22,-0.49,-15.0,worse
Pirates of the Caribbean,5,Pirates of the Caribbean: Dead Men Tell No Tales,2017,5,2.58,3.22,-0.64,-20.0,worse
Pitbull,1,Pitbull,2005,4,3.29,3.14,0.15,5.0,better
Pitbull,2,Pitbull: New Orders,2016,4,3.1,3.14,-0.04,-1.0,worse
Pitbull,3,Pitbull: Tough Women,2016,4,2.98,3.14,-0.16,-5.0,worse
Pitbull,4,Pitbull. Last Dog,2018,4,3.19,3.14,0.05,2.0,better
Pitch Perfect,1,Pitch Perfect,2012,3,3.42,2.9,0.52,18.0,better
Pitch Perfect,2,Pitch Perfect 2,2015,3,2.84,2.9,-0.06,-2.0,worse
Pitch Perfect,3,Pitch Perfect 3,2017,3,2.43,2.9,-0.47,-16.0,worse
Pizza,1,Pizza,2012,3,3.58,3.13,0.45,14.0,better
Pizza,2,Pizza 2: Villa,2013,3,3.13,3.13,-0.0,-0.0,equal
Pizza,3,Pizza 3: The Mummy,2023,3,2.69,3.13,-0.44,-14.0,worse
Planet Single,1,Planet Single,2016,3,3.27,3.17,0.1,3.0,better
Planet Single,2,Planet Single 2,2018,3,3.13,3.17,-0.04,-1.0,worse
Planet Single,3,Planet Single 3,2019,3,3.11,3.17,-0.06,-2.0,worse
Planet of the Apes (Original),1,Planet of the Apes,1968,5,4.0,3.18,0.82,26.0,better
Planet of the Apes (Original),2,Beneath the Planet of the Apes,1970,5,2.87,3.18,-0.31,-10.0,worse
Planet of the Apes (Original),3,Escape from the Planet of the Apes,1971,5,3.2,3.18,0.02,1.0,better
Planet of the Apes (Original),4,Conquest of the Planet of the Apes,1972,5,3.16,3.18,-0.02,-1.0,worse
Planet of the Apes (Original),5,Battle for the Planet of the Apes,1973,5,2.66,3.18,-0.52,-16.0,worse
Planet of the Apes (Reboot),1,Rise of the Planet of the Apes,2011,3,3.61,3.69,-0.08,-2.0,worse
Planet of the Apes (Reboot),2,Dawn of the Planet of the Apes,2014,3,3.73,3.69,0.04,1.0,better
Planet of the Apes (Reboot),3,War for the Planet of the Apes,2017,3,3.73,3.69,0.04,1.0,better
Poison Ivy,1,Poison Ivy,1992,4,2.74,2.51,0.23,9.0,better
Poison Ivy,2,Poison Ivy 2: Lily,1996,4,2.23,2.51,-0.28,-11.0,worse
Poison Ivy,3,Poison Ivy: The New Seduction,1997,4,2.5,2.51,-0.01,-0.0,worse
Poison Ivy,4,Poison Ivy: The Secret Society,2008,4,2.57,2.51,0.06,2.0,better
Pokémon (Alternate Continuity),1,Pokémon the Movie: I Choose You!,2017,3,3.03,3.08,-0.05,-2.0,worse
Pokémon (Alternate Continuity),2,Pokémon the Movie: The Power of Us,2018,3,3.1,3.08,0.02,1.0,better
Pokémon (Alternate Continuity),3,Pokémon the Movie: Secrets of the Jungle,2020,3,3.12,3.08,0.04,1.0,better
Pokémon,1,Pokémon: The First Movie - Mewtwo Strikes Back,1998,5,3.49,3.2,0.29,9.0,better
Pokémon,2,Pokémon: The Movie 2000,1999,5,3.2,3.2,-0.0,-0.0,equal
Pokémon,3,Pokémon 3: The Movie,2000,5,3.16,3.2,-0.04,-1.0,worse
Pokémon,4,Pokémon 4Ever,2001,5,3.04,3.2,-0.16,-5.0,worse
Pokémon,5,Pokémon Heroes,2002,5,3.12,3.2,-0.08,-2.0,worse
Pokémon: Advanced Generation,1,Pokémon: Jirachi - Wish Maker,2003,4,2.92,3.06,-0.14,-5.0,worse
Pokémon: Advanced Generation,2,Pokémon: Destiny Deoxys,2004,4,3.1,3.06,0.04,1.0,better
Pokémon: Advanced Generation,3,Pokémon: Lucario and the Mystery of Mew,2005,4,3.3,3.06,0.24,8.0,better
Pokémon: Advanced Generation,4,Pokémon Ranger and the Temple of the Sea,2006,4,2.92,3.06,-0.14,-5.0,worse
Pokémon: Best Wishes!,1,Pokémon the Movie: White - Victini and Zekrom,2011,4,2.68,2.62,0.06,2.0,better
Pokémon: Best Wishes!,2,Pokémon the Movie: Black - Victini and Reshiram,2011,4,2.67,2.62,0.05,2.0,better
Pokémon: Best Wishes!,3,Pokémon the Movie: Kyurem vs. the Sword of Justice,2012,4,2.64,2.62,0.02,1.0,better
Pokémon: Best Wishes!,4,Pokémon the Movie: Genesect and the Legend Awakened,2013,4,2.47,2.62,-0.15,-6.0,worse
Pokémon: Diamond and Pearl,1,Pokémon: The Rise of Darkrai,2007,4,3.29,3.08,0.21,7.0,better
Pokémon: Diamond and Pearl,2,Pokémon: Giratina and the Sky Warrior,2008,4,3.01,3.08,-0.07,-2.0,worse
Pokémon: Diamond and Pearl,3,Pokémon: Arceus and the Jewel of Life,2009,4,3.06,3.08,-0.02,-1.0,worse
Pokémon: Diamond and Pearl,4,Pokémon: Zoroark - Master of Illusions,2010,4,2.94,3.08,-0.14,-5.0,worse
Pokémon: XY,1,Pokémon the Movie: Diancie and the Cocoon of Destruction,2014,3,2.65,2.67,-0.02,-1.0,worse
Pokémon: XY,2,Pokémon the Movie: Hoopa and the Clash of Ages,2015,3,2.63,2.67,-0.04,-2.0,worse
Pokémon: XY,3,Pokémon the Movie: Volcanion and the Mechanical Marvel,2016,3,2.72,2.67,0.05,2.0,better
Police Academy,1,Police Academy,1984,7,3.13,2.49,0.64,26.0,better
Police Academy,2,Police Academy 2: Their First Assignment,1985,7,2.8,2.49,0.31,12.0,better
Police Academy,3,Police Academy 3: Back in Training,1986,7,2.66,2.49,0.17,7.0,better
Police Academy,4,Police Academy 4: Citizens on Patrol,1987,7,2.54,2.49,0.05,2.0,better
Police Academy,5,Police Academy 5: Assignment Miami Beach,1988,7,2.3,2.49,-0.19,-8.0,worse
Police Academy,6,Police Academy 6: City Under Siege,1989,7,2.19,2.49,-0.3,-12.0,worse
Police Academy,7,Police Academy: Mission to Moscow,1994,7,1.8,2.49,-0.69,-28.0,worse
Police Story,1,Police Story,1985,7,4.0,3.37,0.63,19.0,better
Police Story,2,Police Story 2,1988,7,3.54,3.37,0.17,5.0,better
Police Story,3,Police Story 3: Super Cop,1992,7,3.62,3.37,0.25,7.0,better
Police Story,4,Supercop 2,1993,7,3.07,3.37,-0.3,-9.0,worse
Police Story,5,Police Story 4: First Strike,1996,7,3.26,3.37,-0.11,-3.0,worse
Police Story,6,New Police Story,2004,7,3.33,3.37,-0.04,-1.0,worse
Police Story,7,Police Story: Lockdown,2013,7,2.75,3.37,-0.62,-18.0,worse
Polis Evo,1,Polis Evo,2015,3,3.27,3.29,-0.02,-1.0,worse
Polis Evo,2,Polis Evo 2,2018,3,3.29,3.29,0.0,0.0,equal
Polis Evo,3,Polis Evo 3,2023,3,3.3,3.29,0.01,0.0,better
Poltergeist,1,Poltergeist,1982,3,3.52,2.9,0.62,21.0,better
Poltergeist,2,Poltergeist II: The Other Side,1986,3,2.73,2.9,-0.17,-6.0,worse
Poltergeist,3,Poltergeist III,1988,3,2.45,2.9,-0.45,-16.0,worse
Predator,1,Predator,1987,5,3.78,3.03,0.75,25.0,better
Predator,2,Predator 2,1990,5,2.85,3.03,-0.18,-6.0,worse
Predator,3,Predators,2010,5,2.85,3.03,-0.18,-6.0,worse
Predator,4,The Predator,2018,5,2.12,3.03,-0.91,-30.0,worse
Predator,5,Prey,2022,5,3.56,3.03,0.53,17.0,better
Prehysteria,1,Prehysteria!,1993,3,2.5,2.78,-0.28,-10.0,worse
Prehysteria,2,Prehysteria! 2,1994,3,2.91,2.78,0.13,5.0,better
Prehysteria,3,Prehysteria! 3,1995,3,2.94,2.78,0.16,6.0,better
Problem Child,1,Problem Child,1990,3,2.65,2.36,0.29,12.0,better
Problem Child,2,Problem Child 2,1991,3,2.5,2.36,0.14,6.0,better
Problem Child,3,Problem Child 3,1995,3,1.94,2.36,-0.42,-18.0,worse
Project Itoh,1,The Empire of Corpses,2015,3,3.03,3.17,-0.14,-4.0,worse
Project Itoh,2,Harmony,2015,3,3.2,3.17,0.03,1.0,better
Project Itoh,3,Genocidal Organ,2017,3,3.29,3.17,0.12,4.0,better
Prom Night,1,Prom Night,1980,4,2.64,2.59,0.05,2.0,better
Prom Night,2,Hello Mary Lou: Prom Night II,1987,4,3.16,2.59,0.57,22.0,better
Prom Night,3,Prom Night III: The Last Kiss,1989,4,2.56,2.59,-0.03,-1.0,worse
Prom Night,4,Prom Night IV: Deliver Us from Evil,1992,4,2.0,2.59,-0.59,-23.0,worse
Prudence et Bélisaire Beresford,1,By the Pricking of My Thumbs,2005,3,3.3,3.25,0.05,2.0,better
Prudence et Bélisaire Beresford,2,Crime Is Our Business,2008,3,3.3,3.25,0.05,2.0,better
Prudence et Bélisaire Beresford,3,Partners in Crime,2012,3,3.15,3.25,-0.1,-3.0,worse
Psy,1,Dogs,1992,3,3.46,3.34,0.12,4.0,better
Psy,2,Psy 2: Ostatnia krew,1994,3,3.36,3.34,0.02,1.0,better
Psy,3,Psy 3: W imię zasad,2020,3,3.2,3.34,-0.14,-4.0,worse
Psych,1,Psych: The Movie,2017,3,3.45,3.49,-0.04,-1.0,worse
Psych,2,Psych 2: Lassie Come Home,2020,3,3.43,3.49,-0.06,-2.0,worse
Psych,3,Psych 3: This Is Gus,2021,3,3.58,3.49,0.09,3.0,better
Psycho,1,Psycho,1960,4,4.33,3.28,1.05,32.0,better
Psycho,2,Psycho II,1983,4,3.38,3.28,0.1,3.0,better
Psycho,3,Psycho III,1986,4,2.82,3.28,-0.46,-14.0,worse
Psycho,4,Psycho IV: The Beginning,1990,4,2.59,3.28,-0.69,-21.0,worse
Psycho-Pass: Sinners of the System,1,Psycho-Pass: Sinners of the System - Case.1 Crime and Punishment,2019,3,3.28,3.42,-0.14,-4.0,worse
Psycho-Pass: Sinners of the System,2,Psycho-Pass: Sinners of the System - Case.2 First Guardian,2019,3,3.43,3.42,0.01,0.0,better
Psycho-Pass: Sinners of the System,3,Psycho-Pass: Sinners of the System - Case.3 Beyond Love and Hatred,2019,3,3.55,3.42,0.13,4.0,better
Public Enemy,1,Public Enemy,2002,3,3.55,3.29,0.26,8.0,better
Public Enemy,2,Another Public Enemy,2005,3,3.09,3.29,-0.2,-6.0,worse
Public Enemy,3,Public Enemy Returns,2008,3,3.24,3.29,-0.05,-2.0,worse
Puella Magi Madoka Magica: The Movie,1,Puella Magi Madoka Magica the Movie Part I: Beginnings,2012,3,3.83,3.98,-0.15,-4.0,worse
Puella Magi Madoka Magica: The Movie,2,Puella Magi Madoka Magica the Movie Part II: Eternal,2012,3,3.98,3.98,0.0,0.0,equal
Puella Magi Madoka Magica: The Movie,3,Puella Magi Madoka Magica the Movie Part III: Rebellion,2013,3,4.12,3.98,0.14,4.0,better
Pulse,1,Pulse,2006,3,2.05,2.27,-0.22,-10.0,worse
Pulse,2,Pulse 2: Afterlife,2008,3,2.27,2.27,0.0,0.0,equal
Pulse,3,Pulse 3,2008,3,2.49,2.27,0.22,10.0,better
Pumpkinhead,1,Pumpkinhead,1988,4,3.15,2.58,0.57,22.0,better
Pumpkinhead,2,Pumpkinhead II: Blood Wings,1994,4,2.43,2.58,-0.15,-6.0,worse
Pumpkinhead,3,Pumpkinhead: Ashes to Ashes,2006,4,2.33,2.58,-0.25,-10.0,worse
Pumpkinhead,4,Pumpkinhead: Blood Feud,2007,4,2.4,2.58,-0.18,-7.0,worse
Pup Star,1,Pup Star,2016,4,2.63,2.72,-0.08,-3.0,worse
Pup Star,2,Pup Star: Better 2Gether,2017,4,2.78,2.72,0.06,2.0,better
Pup Star,3,Pup Star: World Tour,2018,4,2.77,2.72,0.06,2.0,better
Pup Star,4,Puppy Star Christmas,2018,4,2.68,2.72,-0.03,-1.0,worse
Pusher,1,Pusher,1996,3,3.7,3.79,-0.09,-2.0,worse
Pusher,2,Pusher II,2004,3,3.9,3.79,0.11,3.0,better
Pusher,3,Pusher 3,2005,3,3.77,3.79,-0.02,-1.0,worse
Quatermass (Hammer series),1,The Quatermass Xperiment,1955,3,3.34,3.39,-0.05,-1.0,worse
Quatermass (Hammer series),2,Quatermass 2,1957,3,3.31,3.39,-0.08,-2.0,worse
Quatermass (Hammer series),3,Quatermass and the Pit,1967,3,3.52,3.39,0.13,4.0,better
Qué pena... - Colección,1,Fuck My Life,2010,3,2.9,2.83,0.07,2.0,better
Qué pena... - Colección,2,F*ck My Weddin‪g‬,2011,3,2.83,2.83,-0.0,-0.0,equal
Qué pena... - Colección,3,Qué pena tu familia,2012,3,2.77,2.83,-0.06,-2.0,worse
Raaz,1,Raaz,2002,4,3.1,2.87,0.23,8.0,better
Raaz,2,Raaz: The Mystery Continues...,2009,4,2.94,2.87,0.07,2.0,better
Raaz,3,Raaz 3,2012,4,2.75,2.87,-0.12,-4.0,worse
Raaz,4,Raaz Reboot,2016,4,2.7,2.87,-0.17,-6.0,worse
Race,1,Race,2008,3,2.92,2.37,0.55,23.0,better
Race,2,Race 2,2013,3,2.52,2.37,0.15,6.0,better
Race,3,Race 3,2018,3,1.67,2.37,-0.7,-30.0,worse
Raiders,1,Tokyo Raiders,2000,3,3.08,2.98,0.1,3.0,better
Raiders,2,Seoul Raiders,2005,3,3.05,2.98,0.07,2.0,better
Raiders,3,Europe Raiders,2018,3,2.8,2.98,-0.18,-6.0,worse
Rambo,1,First Blood,1982,5,3.8,3.04,0.76,25.0,better
Rambo,2,Rambo: First Blood Part II,1985,5,3.09,3.04,0.05,2.0,better
Rambo,3,Rambo III,1988,5,2.73,3.04,-0.31,-10.0,worse
Rambo,4,Rambo,2008,5,3.1,3.04,0.06,2.0,better
Rambo,5,Rambo: Last Blood,2019,5,2.49,3.04,-0.55,-18.0,worse
Rampage,1,Rampage,2009,3,2.6,2.48,0.12,5.0,better
Rampage,2,Rampage: Capital Punishment,2014,3,2.55,2.48,0.07,3.0,better
Rampage,3,Rampage: President Down,2016,3,2.3,2.48,-0.18,-7.0,worse
Re-Animator,1,Re-Animator,1985,3,3.75,3.24,0.51,16.0,better
Re-Animator,2,Bride of Re-Animator,1990,3,3.31,3.24,0.07,2.0,better
Re-Animator,3,Beyond Re-Animator,2003,3,2.66,3.24,-0.58,-18.0,worse
Rebirth of Mothra,1,Rebirth of Mothra,1996,3,3.02,2.88,0.14,5.0,better
Rebirth of Mothra,2,Rebirth of Mothra II,1997,3,2.64,2.88,-0.24,-8.0,worse
Rebirth of Mothra,3,Rebirth of Mothra III,1998,3,2.99,2.88,0.11,4.0,better
Rebuild of Evangelion,1,Evangelion: 1.0 You Are (Not) Alone,2007,4,3.65,3.86,-0.21,-5.0,worse
Rebuild of Evangelion,2,Evangelion: 2.0 You Can (Not) Advance,2009,4,3.93,3.86,0.07,2.0,better
Rebuild of Evangelion,3,Evangelion: 3.0 You Can (Not) Redo,2012,4,3.63,3.86,-0.23,-6.0,worse
Rebuild of Evangelion,4,Evangelion: 3.0+1.0 Thrice Upon a Time,2021,4,4.24,3.86,0.38,10.0,better
Recep Ivedik,1,Recep Ivedik,2008,7,2.6,2.41,0.19,8.0,better
Recep Ivedik,2,Recep Ivedik 2,2009,7,2.62,2.41,0.21,9.0,better
Recep Ivedik,3,Recep Ivedik 3,2010,7,2.55,2.41,0.14,6.0,better
Recep Ivedik,4,Recep Ivedik 4,2014,7,2.25,2.41,-0.16,-7.0,worse
Recep Ivedik,5,Recep Ivedik 5,2017,7,2.22,2.41,-0.19,-8.0,worse
Recep Ivedik,6,Recep Ivedik 6,2019,7,2.12,2.41,-0.29,-12.0,worse
Recep Ivedik,7,Recep İvedik 7,2022,7,2.54,2.41,0.13,5.0,better
Recess,1,Recess: School's Out,2001,4,3.2,3.11,0.09,3.0,better
Recess,2,Recess Christmas: Miracle On Third Street,2001,4,3.19,3.11,0.08,3.0,better
Recess,3,Recess: Taking the Fifth Grade,2003,4,3.11,3.11,0.0,0.0,equal
Recess,4,Recess: All Growed Down,2003,4,2.94,3.11,-0.17,-5.0,worse
Red Riding,1,Red Riding: The Year of Our Lord 1974,2009,3,3.5,3.54,-0.04,-1.0,worse
Red Riding,2,Red Riding: The Year of Our Lord 1980,2009,3,3.57,3.54,0.03,1.0,better
Red Riding,3,Red Riding: The Year of Our Lord 1983,2009,3,3.56,3.54,0.02,1.0,better
Reno 911!,1,Reno 911!: Miami,2007,3,3.03,2.99,0.04,1.0,better
Reno 911!,2,Reno 911!: The Hunt for QAnon,2021,3,2.83,2.99,-0.16,-5.0,worse
Reno 911!,3,Reno 911!: It's a Wonderful Heist,2022,3,3.11,2.99,0.12,4.0,better
Resident Evil (Animated),1,Resident Evil: Degeneration,2008,4,2.76,2.89,-0.13,-4.0,worse
Resident Evil (Animated),2,Resident Evil: Damnation,2012,4,2.9,2.89,0.01,0.0,better
Resident Evil (Animated),3,Resident Evil: Vendetta,2017,4,3.0,2.89,0.11,4.0,better
Resident Evil (Animated),4,Resident Evil: Death Island,2023,4,2.91,2.89,0.02,1.0,better
Resident Evil,1,Resident Evil,2002,6,2.87,2.51,0.36,14.0,better
Resident Evil,2,Resident Evil: Apocalypse,2004,6,2.53,2.51,0.02,1.0,better
Resident Evil,3,Resident Evil: Extinction,2007,6,2.55,2.51,0.04,2.0,better
Resident Evil,4,Resident Evil: Afterlife,2010,6,2.45,2.51,-0.06,-2.0,worse
Resident Evil,5,Resident Evil: Retribution,2012,6,2.41,2.51,-0.1,-4.0,worse
Resident Evil,6,Resident Evil: The Final Chapter,2016,6,2.23,2.51,-0.28,-11.0,worse
Return of the Living Dead,1,The Return of the Living Dead,1985,5,3.8,2.62,1.18,45.0,better
Return of the Living Dead,2,Return of the Living Dead Part II,1988,5,2.81,2.62,0.19,7.0,better
Return of the Living Dead,3,Return of the Living Dead III,1993,5,3.03,2.62,0.41,16.0,better
Return of the Living Dead,4,Return of the Living Dead: Necropolis,2005,5,1.72,2.62,-0.9,-34.0,worse
Return of the Living Dead,5,Return of the Living Dead: Rave to the Grave,2005,5,1.74,2.62,-0.88,-34.0,worse
Reunion,1,Reunion,2015,3,2.81,2.77,0.04,1.0,better
Reunion,2,Reunion 2: The Bachelor Party,2016,3,2.77,2.77,0.0,0.0,equal
Reunion,3,Reunion 3: Singles Cruise,2021,3,2.73,2.77,-0.04,-1.0,worse
Revenge of the Nerds,1,Revenge of the Nerds,1984,4,2.92,2.46,0.46,19.0,better
Revenge of the Nerds,2,Revenge of the Nerds II: Nerds in Paradise,1987,4,2.49,2.46,0.03,1.0,better
Revenge of the Nerds,3,Revenge of the Nerds III: The Next Generation,1992,4,2.12,2.46,-0.34,-14.0,worse
Revenge of the Nerds,4,Revenge of the Nerds IV: Nerds In Love,1994,4,2.32,2.46,-0.14,-6.0,worse
Ring,1,Ring,1998,9,3.6,2.58,1.02,40.0,better
Ring,2,The Spiral,1998,9,2.61,2.58,0.03,1.0,better
Ring,3,Ring 2,1999,9,2.9,2.58,0.32,12.0,better
Ring,4,Ring 0,2000,9,2.86,2.58,0.28,11.0,better
Ring,5,Sadako 3D,2012,9,2.06,2.58,-0.52,-20.0,worse
Ring,6,Sadako 3D 2,2013,9,2.46,2.58,-0.12,-5.0,worse
Ring,7,Sadako vs. Kayako,2016,9,2.63,2.58,0.05,2.0,better
Ring,8,Sadako,2019,9,2.26,2.58,-0.32,-12.0,worse
Ring,9,Sadako DX,2022,9,1.8,2.58,-0.78,-30.0,worse
Rise of the Footsoldier,1,Rise of the Footsoldier,2007,6,2.99,2.94,0.06,2.0,better
Rise of the Footsoldier,2,Rise of the Footsoldier: Part II,2015,6,2.81,2.94,-0.12,-4.0,worse
Rise of the Footsoldier,3,Rise of the Footsoldier 3: The Pat Tate Story,2017,6,2.94,2.94,0.0,0.0,equal
Rise of the Footsoldier,4,Rise of the Footsoldier 4: Marbella,2019,6,2.84,2.94,-0.1,-3.0,worse
